SampleID NMR4_ASSIGNED.Glutamate.2.1207 NMR4_ASSIGNED.Myo-inositol.3.2823 NMR4_ASSIGNED.Glucose_Erythritol_Taurine.3.7172 NMR4_ASSIGNED.Choline.3.2184 NMR4_ASSIGNED.1.5-AG.3.8798 NMR4_ASSIGNED.Ornithine.3.0541 NMR4_ASSIGNED.Taurine_Glucose_Glucuronate.3.4226 NMR4_ASSIGNED.Formate.8.454 NMR4_ASSIGNED.Proline.4.1263 NMR4_ASSIGNED.Glucose_Glucuronate.3.7323 NMR4_ASSIGNED.3-Hydroxybutyrate.4.1463 NMR4_ASSIGNED.2-oxoglutarate.3.0049 NMR4_ASSIGNED.Dimethylglycine.2.9121 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.4907 NMR4_ASSIGNED.Glucuronate.5.2436 NMR4_ASSIGNED.3-Hydroxyisobutyrate.1.0666 NMR4_ASSIGNED.3-Hydroxybutyrate.1.1966 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.5.233 NMR4_ASSIGNED.3-Hydroxybutyrate.2.3936 NMR4_ASSIGNED.Methionine.2.6412 NMR4_ASSIGNED.Acetone.2.2235 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.8283 NMR4_ASSIGNED.Glutamate.2.4459 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.7623 NMR4_ASSIGNED.Aspartate.3.7496 NMR4_ASSIGNED.Myo-inositol.3.6268 NMR4_ASSIGNED.TMA.2.897 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.8045 NMR4_ASSIGNED.2-Hydroxybutyrate.0.8947 NMR4_ASSIGNED.Glutamate.2.4304 NMR4_ASSIGNED.Valine.1.0309 NMR4_ASSIGNED.1.5-AG.3.9771 NMR4_ASSIGNED.2-Aminobutyrate.0.9758 NMR4_ASSIGNED.Citrate.2.6529 NMR4_ASSIGNED.GlycA.2.0292 NMR4_ASSIGNED.Glucose_Tauine_Erythritol.3.4003 NMR4_ASSIGNED.Glutamate.2.4648 NMR4_ASSIGNED.Tyrosine.6.8935 NMR4_ASSIGNED.Alanine.3.7829 NMR4_ASSIGNED.Glucose_Erythritol.3.7939 NMR4_ASSIGNED.Threonine.3.5732 NMR4_ASSIGNED.Threonine.4.2456 NMR4_ASSIGNED.Glucose.3.774 NMR4_ASSIGNED.Glucose_Taurine_Erythritol_Glucuronate.3.2442 NMR4_ASSIGNED.Leucine.0.9422 NMR4_ASSIGNED.Myo-inositol.3.2789 NMR4_ASSIGNED.Lactate.4.1071 NMR4_ASSIGNED.Pyruvate.2.3655 NMR4_ASSIGNED.Proline.3.3367 NMR4_ASSIGNED.Glucose_Taurine.3.4515 NMR4_ASSIGNED.Isoleucine.0.9318 NMR4_ASSIGNED.Creatinine.4.0462 NMR4_ASSIGNED.Creatine.3.9232 NMR4_ASSIGNED.Methionine.2.1344 NMR4_ASSIGNED.1.5-AG.3.589 NMR4_ASSIGNED.Dimethylamine.2.7216 NMR4_ASSIGNED.3-Hydroxybutyrate.2.3039 NMR4_ASSIGNED.Glucuronate.3.852 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.535 NMR4_ASSIGNED.MMA.2.5381 NMR4_ASSIGNED.1.5-AG.3.3445 NMR4_ASSIGNED.Valine.0.982 NMR4_ASSIGNED.Mannose.5.1804 NMR4_ASSIGNED.Alanine.1.474 NMR4_ASSIGNED.Creatinine.3.0393 NMR4_ASSIGNED.Myo-inositol.4.0665 NMR4_ASSIGNED.Lactate.1.3234 NMR4_ASSIGNED.Isoleucine.0.9999 NMR4_ASSIGNED.Sarcosine.2.7395 NMR4_ASSIGNED.2-Hydroxybutyrate.3.9902 NMR4_ASSIGNED.Acetate.1.9099 NMR4_ASSIGNED.Glutamine_2-oxoglutarate.2.4229 NMR4_ASSIGNED.Isobutyrate.1.0426 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.896 NMR4_ASSIGNED.Tyrosine.7.1895 NMR4_ASSIGNED.Aspartate.2.8207 NMR4_ASSIGNED.Glucose_Erythritol_Taurine.3.84 NMR4_ASSIGNED.2-Hydroxyisobutyrate.1.3502 NMR4_ASSIGNED.TMAO.3.2576 NMR4_ASSIGNED.1.5AG.3.272
x10MCx1799 7.0480100000000006 1.13058 374.9034 84.7819 2.22329 5.65814 22.2838 2.4984 3.38755 18.4169 2.290692 0.906882 1.02462 511.2558 2.63519 3.35584 24.9506 202.1813 2.733767 1.97576 13.36701 123.2436 6.08671 130.0412 14.0083 2.30802 1.105469 35.7925 8.0477 5.19395 36.71854 3.98566 7.270060000000001 0.788473 131.35503 233.02826 3.02351 1.77171 16.4506 8.70513 3.01422 1.29585 15.2029 236.269 1.18403 1.38796 81.93341 6.734089999999999 3.2662400000000003 259.97474 16.11822 8.06687 30.304059999999996 7.55248 1.293132 1.57197 2.14348 8.016010000000001 130.305 1.0311 2.0198099999999997 30.78906 1.26384 94.78 11.3952 2.0015400000000003 565.0872 9.02835 1.33237 0.85774 36.63859 0.7799010000000001 2.42271 390.0807 1.363543 0.7023699999999999 48.3926 1.51608 93.3724 8.78754
x13MCx1991 9.86176 1.80589 424.5123 114.8788 2.29693 7.59398 23.2438 4.41873 12.93789 18.7324 2.452656 1.22092 0.69994 551.3207 3.78119 11.12147 23.16639 220.6271 2.380184 2.82409 31.10027 137.1333 8.05373 147.6458 16.3766 3.72175 1.112636 40.385 6.07069 7.08495 62.30772 3.49599 9.75116 1.3290959999999998 161.46736 258.92621 4.77107 3.81417 19.5731 10.49161 6.47136 2.411497 16.5473 260.72700000000003 1.0711700000000002 1.92264 100.52996 30.0364 8.31807 276.33797000000004 19.06178 12.3043 22.37121 16.169520000000002 1.74171 1.418283 2.87768 8.11243 143.33 0.73102 2.06412 52.0437 1.107083 120.3321 17.4532 2.69784 695.3687 12.90506 0.789091 1.39625 15.09734 0.797006 3.65283 423.9293 3.15594 0.71491 53.4584 15.048400000000001 56.4348 10.05117
x10MCx2243 20.08729 1.60301 610.9234 80.7696 4.83285 13.01139 32.6326 2.93986 10.67091 24.1591 2.253891 1.62408 0.557366 772.2534 4.847090000000001 11.18914 31.762790000000003 313.42900000000003 4.270498 4.17098 33.010999999999996 189.2792 11.34604 213.175 27.8978 4.32981 1.25598 56.403 10.9384 11.88066 140.7966 13.43809 18.72433 0.840532 250.13592000000003 365.6411 8.818810000000001 7.40371 32.308 14.5914 9.06975 2.8630299999999997 23.5939 365.279 1.57038 3.3315300000000003 125.88095 23.36828 8.169080000000001 388.5454 44.2079 8.09833 89.4614 25.24451 4.4656400000000005 0.977621 2.294303 9.66195 201.665 0.417129 4.8971599999999995 121.2559 3.713319999999999 186.3379 26.3013 1.7979439999999998 872.0685 34.096 1.2398 1.51184 17.06498 1.4639799999999998 6.1542 611.4062 5.8440900000000005 0.98819 79.8449 2.15675 107.1896 21.98984
x30MCx2450 17.515810000000002 1.20977 371.2131 105.905 4.70624 6.18684 21.2774 62.63661999999999 7.0829699999999995 15.5613 2.61117 1.118057 0.47928999999999994 469.7401 2.82812 7.11775 44.97302 196.4762 7.35462 3.35775 49.3849 122.7411 11.45319 128.984 35.6993 2.60581 1.62197 33.8003 6.2403 10.49786 70.668 10.18302 14.11798 1.89992 201.99701 223.2891 7.98657 5.27996 36.1726 8.06584 2.927 1.4348299999999998 18.7356 225.291 1.61505 2.4502599999999997 66.6974 19.58673 4.586180000000001 237.58889 25.40043 15.73702 6.32599 20.86049 2.330731 2.0676400000000004 5.0406699999999995 7.43833 125.36 0.7442 3.0167900000000003 57.7628 0.875232 210.8514 21.4849 4.05043 458.9263 17.26302 1.11337 1.09555 465.2666200000001 0.94887 3.27095 368.5311 3.93365 0.85524 48.895 2.24411 73.8355 16.879360000000002
x30MCx1707 20.5169 1.69071 452.0336 111.7659 5.35754 4.52214 23.2986 2.2075709999999997 6.13178 17.0175 2.576221 2.05088 0.792355 557.9027 2.81667 8.00925 46.63653 225.8297 6.11841 4.58689 53.7503 142.2709 12.79538 154.969 31.7748 4.98602 2.16167 41.6016 13.3559 11.93459 88.5692 9.65702 17.324289999999998 1.90155 230.70452000000003 269.2654 9.02159 4.78488 30.4565 11.39329 4.76537 1.696735 18.4374 260.462 1.58417 2.75696 117.63999 59.81885 5.23221 277.80527 29.0465 22.69455 24.28936 24.10438 2.67372 1.39776 5.582743 7.5346899999999994 146.121 0.75168 2.9521599999999997 75.2119 2.32372 190.3595 26.1888 3.040501 814.0163 22.53518 0.7877460000000001 1.64625 24.19145 1.17678 3.90239 435.8799 4.54186 1.24408 58.4869 1.92228 85.2056 15.98879
x20MCx2135 14.97487 4.38696 715.2218 144.3608 4.47865 8.55452 39.1289 1.887284 10.67277 28.1049 5.72194 1.189833 1.00694 879.1067 5.11166 9.819 142.71603000000002 357.13599999999997 15.28449 4.555630000000001 78.2114 205.7999 8.27968 238.7315 17.5353 8.464269999999999 5.5117 63.1788 9.4563 11.09145 105.3904 9.77401 26.9618 1.434638 298.22705 424.1251 6.59738 6.214930000000001 48.9696 17.287 13.1947 3.486 28.6477 408.583 2.28989 4.38644 240.426 35.81657 8.701239999999999 438.2999 40.5671 31.2632 17.27798 22.89532 3.88383 3.39014 17.965429999999998 11.83956 229.727 0.7206199999999999 3.72318 88.4976 4.11374 273.3534 40.748000000000005 8.99498 1633.3758 30.1677 1.09248 1.45593 9.389871 0.93129 4.9031 686.8176 5.107069999999999 0.56855 94.0914 8.9788 109.614 17.83415
x20MCx1631 15.34755 2.10304 473.0783 168.5725 4.8516900000000005 5.399 25.7257 3.138982 5.72007 20.334 3.12002 1.062932 0.6047319999999999 605.5437 4.1740699999999995 3.4926199999999996 92.34253 246.7819 9.36998 3.38585 45.0108 156.4312 11.74286 163.1501 31.3505 4.46668 1.2407 44.4678 5.23731 11.17225 68.13807 9.9839 11.79822 1.203747 218.59082 279.7546 8.121039999999999 4.4835 24.507 11.09373 4.43318 1.97068 20.0951 282.89599999999996 1.58635 3.3465300000000004 117.35925 7.84592 5.31931 310.49832999999995 26.5357 14.1964 25.4557 18.40758 2.68908 0.810497 12.1473 9.40237 158.089 0.64547 4.10506 56.2023 1.25771 149.8856 19.0424 4.4652400000000005 800.4746 16.92075 1.37689 1.64435 32.39413 0.701321 3.73329 471.3785 3.07448 1.22843 58.0837 1.89314 84.5473 18.14574
x10MCx2918 13.74671 1.71239 678.11 69.584 5.11019 4.1080000000000005 40.7251 52.41213 7.953180000000001 31.4118 3.801351 1.19843 0.609824 897.2577 6.3065 4.62591 102.5184 360.636 10.95467 2.06475 65.2147 221.1203 8.9035 239.0153 24.6141 3.76061 0.8446530000000001 64.7711 10.7168 8.326130000000001 77.69747 8.46547 16.9913 1.625334 312.5885 420.4278 5.78916 4.4382 31.5511 15.7113 3.41256 1.14887 29.9715 419.88 1.5229700000000002 3.06224 124.85254 13.62515 7.92687 468.1572 30.13383 12.42307 16.47184 14.19767 2.6934400000000003 1.415083 12.89579 13.95409 233.175 0.6875 2.99077 66.7573 2.24112 180.6624 15.4465 3.24213 861.2172 21.88215 0.6940609999999999 1.7750400000000002 400.0591 0.7601720000000001 4.09823 697.91010000000006 4.3785300000000005 0.79155 87.6884 2.84862 104.6377 18.0604
x12MCx1392 15.34645 1.85068 417.6797 172.2862 5.8771 8.80274 23.3756 7.34696 8.802669999999999 15.4302 9.40357 1.33055 0.592348 520.3013 2.8805099999999997 5.61324 194.50078 210.8628 22.48826 3.4363599999999996 50.6853 129.7863 10.43613 143.9197 24.9936 3.47916 0.883058 36.928 8.5947 11.7164 72.82783 11.38448 13.76764 1.49092 180.19672 247.29636 7.11065 2.76632 19.8769 10.01098 5.52252 1.95786 16.27797 241.06599999999997 1.39465 3.14739 107.66966 7.07172 8.35005 261.71222 38.0164 19.80839 39.59705 23.32514 4.12426 1.293982 25.11978 7.20853 136.434 0.5314 4.97213 60.7757 1.37589 116.1153 20.3476 2.30793 744.1751 26.9777 1.09247 1.32044 63.12947 1.03135 3.55171 408.764 2.74319 0.60815 51.8359 2.07632 128.8011 21.19251
x10MCx1319 11.52271 1.46322 674.668 51.3268 2.5137099999999997 11.04093 35.3171 2.084691 8.21256 29.677 3.38447 1.66023 0.7971699999999999 878.1748 5.5225 7.341410000000001 65.90247 349.48 5.995807 2.5571 42.8717 210.9878 6.14418 234.9779 15.2746 2.21392 1.30426 60.0834 8.4016 7.880260000000001 87.5432 3.91745 12.16888 1.329705 267.00923 407.4305 4.59057 5.30131 31.3149 16.4586 7.26876 2.58799 27.261 412.723 1.75033 2.0858 300.95083 92.86612 7.74109 447.172 39.9995 17.51339 29.2889 17.76696 1.83842 1.299362 8.113617999999999 13.58626 227.124 0.72746 1.60849 75.7225 3.0096700000000003 174.9857 21.32 4.63556 2029.838 26.6539 1.08819 1.42747 26.13988 0.8384450000000001 5.1056 684.9742 4.10783 0.397378 86.1474 4.41482 98.8189 10.66798
x10MCx1568 24.27237 2.59119 482.5044 98.0338 4.8696 9.51229 24.0213 1.996357 8.255410000000001 18.8424 4.03784 1.74717 0.7742600000000001 563 3.47891 8.1969 90.2193 263.53700000000003 10.53454 5.15641 67.2766 157.3108 12.37272 180.1888 30.3887 4.6736699999999995 1.66708 46.0645 9.0072 14.46801 92.06527 7.18778 18.5698 1.437942 225.60609 262.3957 9.17166 6.14419 45.8071 10.9806 7.49453 3.0874200000000003 21.341 270.712 1.87271 3.40646 103.68265 50.9214 5.71284 264.23047 38.1451 29.6702 8.80508 29.16044 2.6041 2.03459 11.30913 8.59564 168.984 1.51356 2.67026 79.4486 1.88348 256.5636 36.3065 3.74987 722.0868 28.00785 2.98563 1.42955 31.214890000000004 1.03699 3.9146 450.8644 4.90949 0.8221200000000001 67.4991 2.5230200000000003 153.7401 14.5017
x30MCx1314 15.10344 1.6474799999999998 432.0646 64.7457 4.46871 6.86683 23.1057 3.095333 7.64608 18.7441 3.09017 0.841899 0.88912 536.7093 3.5266800000000003 5.5464400000000005 54.73506999999999 228.7996 6.691 2.33246 33.6611 143.0273 10.85618 152.0263 29.9294 4.68516 1.62545 41.0637 4.88425 10.37273 75.39733000000001 11.46054 10.31166 0.801221 197.98167 252.7643 8.02905 4.66199 21.7061 10.175 4.24745 1.51219 18.8929 250.037 2.15416 1.9763 79.68439000000001 37.89485 4.86121 252.81488 27.6944 20.658620000000003 14.37747 17.24921 3.84067 1.20228 7.68817 8.33358 143.468 1.00751 3.20054 63.486 1.27181 143.4929 28.4654 3.4434 546.2829 21.43744 1.92339 1.1228200000000002 50.73917 0.987 3.64023 401.1067 4.28434 1.06606 56.5096 1.55284 77.1376 21.15277
x30MCx2898 22.84435 1.44872 496.9554 59.7052 3.72826 4.63707 26.3092 3.155627 11.20208 19.3507 1.966248 1.242859 0.8375299999999999 615.6632 3.64327 9.72337 54.35686 259.822 3.84904 2.54129 85.6267 158.2502 10.28927 173.4227 27.9849 4.1313 1.8183 46.0394 11.5074 10.76516 76.44997 10.53753 16.32426 1.534991 220.79432000000003 286.6549 8.34309 4.62599 20.4215 11.48077 4.95306 2.2195 20.1099 289.068 1.96674 2.6385400000000003 91.15061 13.58597 9.46428 301.18403 36.3047 22.27269 8.7852 14.957579999999998 3.1575900000000003 5.16859 5.6416900000000005 9.73884 164.21099999999998 0.63946 6.400519999999999 64.7093 2.17775 132.5034 28.1649 5.881 628.0663 26.616999999999997 3.4151199999999995 1.59458 433.39179 0.91612 3.90064 471.0424 2.69315 0.65495 64.4787 2.37245 78.0215 18.90335
x30MCx2515 15.69801 2.09423 1007.7707 40.3157 3.4512699999999996 13.47559 54.3028 2.374004 19.65421 39.79 6.29951 1.29847 0.574633 1256.976 7.018 17.01073 134.05596 505.163 15.40767 5.1401699999999995 65.062 306.335 8.24066 344.2338 24.6364 2.90371 1.024525 90.7746 24.6063 9.75407 133.1955 4.712330000000001 19.921 1.26352 240.87074 599.4345 6.17641 7.608639999999999 54.0186 24.5812 7.97723 2.39742 39.3418 586.271 3.60477 2.23842 323.58969 63.69821 16.25263 643.8718 68.9574 16.04552 46.36673 28.741540000000004 2.98513 1.30271 18.17688 17.61476 327.522 0.95964 2.83648 113.3738 3.4248800000000004 333.3912 18.8711 9.59205 2191.018 48.7481 6.13159 3.88189 20.750770000000003 1.4096 6.681 990.3402 6.99741 0.48721 130.6615 4.85508 81.1102 7.42214
x20MCx1961 12.14544 2.13283 806.623 99.5753 3.29017 7.28414 45.6554 2.762151 15.818829999999998 38.7062 3.239144 1.15409 0.768629 1053.0047 7.1621 9.82607 71.2576 427.903 6.9003190000000005 4.53829 24.57011 263.3177 8.77759 283.0541 23.3876 3.0511 0.8382639999999999 77.3437 11.74 9.25092 82.92123000000001 2.8096099999999997 13.77981 1.283656 152.60578 489.9947 5.80476 7.43007 43.5008 18.7472 5.92818 3.21895 34.7073 496.864 1.58177 2.35071 248.83722000000003 19.70612 12.76589 532.1141 38.9063 14.122979999999998 11.65844 23.30139 1.17984 2.50137 8.221789999999999 15.38769 278.165 1.02386 1.1213799999999998 68.0639 3.4370800000000004 270.8815 27.1091 3.65313 1695.2784 24.97884 1.2002700000000002 1.51115 17.1012 0.96701 4.6383 825.9146 5.61916 0.99076 103.0128 3.92 77.443 7.58086
x20MCx2764 11.28991 2.05689 397.6789 63.989 3.56461 2.78079 28.1491 2.67036 17.30849 18.2476 2.44097 1.11698 0.67445 509.9087 4.28247 3.8888 28.117690000000003 215.8385 4.182654 2.26382 27.3647 130.435 6.40795 142.8169 14.4284 2.8492900000000003 3.90339 34.665 2.8211 7.8213800000000004 67.35136999999999 8.4968 11.0761 1.221722 193.551 241.5255 5.29101 3.5571300000000003 38.6882 8.70594 6.16029 1.68146 20.5298 236.622 1.1036300000000001 2.87542 164.22873 18.10828 14.42704 246.62437999999997 28.8372 10.45447 18.11015 13.73983 3.0903 1.295798 2.448778 8.8501 133.67700000000002 0.42578999999999995 2.51839 57.2222 1.086458 220.7437 19.6229 3.4640199999999997 1102.4839 20.41291 1.059483 1.0249700000000002 18.26969 0.82053 4.411230000000001 375.1925 2.23926 0.60552 51.6557 2.79189 78.79899999999999 15.79276
x10MCx1581 8.84775 1.04769 284.8561 48.8729 3.07908 6.46781 16.25367 5.0261 6.458572 12.5164 2.1801779999999997 1.77626 0.5425439999999999 369.7008 1.95232 3.1816 19.61934 148.9953 2.580629 1.88263 12.66353 94.0912 6.60385 99.2744 17.495 1.271212 1.37428 26.8277 5.32022 5.2161 52.39934 4.30955 7.86718 1.589875 189.52022 173.08251 3.758480000000001 3.63916 18.841 7.4322 4.60264 1.9832 12.18938 169.9 0.68374 0.99278 69.54485 34.25828 5.38109 181.34721 17.968420000000002 6.6061 38.52217 12.02554 1.90466 1.522447 2.205708 6.14642 94.0451 0.6836800000000001 0.92919 47.9032 1.45329 109.0048 13.1545 1.526967 496.7674 10.25598 1.86848 0.93974 14.31939 0.915712 2.94882 283.65542 3.18436 0.49876 35.6245 0.94626 37.3566 8.03545
x30MCx2941 18.63456 2.14443 463.4846 168.9163 5.06581 7.862410000000001 27.3697 3.3755699999999997 8.0104 20.0541 3.2139599999999997 1.531 0.5970270000000001 605.0091 3.39837 8.19183 96.12828 239.4065 10.27103 3.97901 88.7971 148.6471 13.14894 158.1471 36.9909 4.46267 1.73222 43.2403 8.2624 10.26656 74.6548 12.06064 14.00997 1.559379 183.01759 282.568 8.80535 3.928080000000001 23.0361 10.46117 2.62874 1.4268299999999998 18.5651 283.07099999999997 1.45236 3.20304 80.21945 12.231158 4.6053 310.72285 24.553279999999997 18.64939 11.95865 20.39746 3.87149 1.1167280000000002 11.66983 8.20619 155.069 1.26337 4.11405 61.3894 1.07922 140.8863 25.2216 2.460783 551.4056 19.36003 0.955327 2.18498 46.89626 1.07745 4.1822 469.2626 4.07145 1.3969 61.4939 1.21739 134.352 22.6601
x30MCx2166 16.27501 1.78705 440.8143 202.6809 3.57093 10.11479 21.9658 2.306669 6.0252300000000005 16.391 3.04305 1.73384 0.825725 549.3382 3.22379 11.75414 47.2412 216.4927 4.79518 3.2834 26.9843 132.8359 10.68074 147.2064 26.658 4.78948 0.7973060000000001 37.1042 10.7011 10.26905 84.47645 7.95562 17.4991 1.187752 191.72483 261.5303 7.93092 4.70273 26.1917 10.72215 7.22912 2.26168 18.3636 252.461 1.2144 3.1250400000000003 77.90303 19.86154 6.50194 277.50247 27.2117 18.39419 59.86687 19.06047 3.2406900000000003 3.72834 4.978472 6.44757 140.588 0.63261 3.5618800000000004 71.0053 1.6145200000000002 161.8155 24.1196 4.3994599999999995 544.5707 18.826970000000003 1.00621 1.57333 39.35406 1.16901 3.5089 430.9437 2.95307 1.27492 55.7446 2.10259 127.0469 15.29352
x30MCx3053 15.24995 3.4299199999999996 372.1179 145.0065 5.02612 12.45289 21.28638 2.085842 9.16286 15.2168 5.957319999999999 1.1790120000000002 1.17716 479.6256 2.41237 8.29066 165.50926 191.5051 18.53274 3.71066 77.041 116.427 7.421930000000001 132.8006 19.1755 8.045119999999999 1.213032 34.5422 8.5463 10.90361 70.09383000000001 9.2533 13.29407 1.68911 217.78338 223.34925 6.70593 4.06689 25.8614 8.36336 5.23482 1.607757 16.34427 224.266 1.02151 3.34616 168.87765 57.27001 8.32158 242.09635 21.46084 20.84317 77.40871 16.88597 2.97222 2.68679 21.92643 7.30032 123.499 1.11724 3.17991 61.6529 2.5131 147.195 27.4406 6.9184600000000005 1158.4992 15.24189 0.997796 1.23335 35.42484 1.11588 3.31131 370.694 2.21604 0.56933 46.541 2.74987 118.4125 21.6141
x30MCx1644 22.9543 1.27446 553.0459 159.9875 3.887669999999999 9.0735 31.1001 3.511132 17.35799 20.6439 2.83362 2.06233 0.622598 676.1242 3.99033 7.27022 37.051 291.03 3.94409 5.7426 26.9434 180.5977 13.66746 190.1064 41.5024 4.17401 4.17758 48.9268 9.2312 13.835 95.74125 7.538360000000001 16.25921 1.161342 244.90583 320.7662 8.752930000000001 8.3989 35.8439 12.8241 3.03998 1.6912740000000002 24.894 317.551 2.02915 3.18296 105.44046000000002 22.2094 14.10078 337.86003999999997 37.1813 19.20281 12.41783 31.5941 1.83063 2.78612 3.3412370000000005 10.358459999999999 183.532 0.412384 2.44018 78.5342 2.65768 232.7762 22.062 3.0731599999999997 711.7993 30.2897 1.33814 1.26699 48.51332 1.25991 3.69188 517.5055 6.47625 1.73112 73.8189 1.81195 132.4734 11.18348
x30MCx2222 15.12638 1.75352 364.1743 63.231 6.0119 7.785989999999999 20.5334 59.949259999999995 11.61747 14.4472 2.61064 1.3304200000000002 0.644587 444.4848 2.92826 5.22492 18.43701 188.2064 2.53514 3.1425099999999997 41.0362 116.5161 9.45721 128.5268 24.2946 3.5392099999999997 1.89549 33.1343 3.87019 8.37536 81.55986 9.03634 12.94183 1.074612 294.66085 207.30992 6.32878 2.66983 22.2881 9.36553 4.764869999999999 1.82659 14.61349 205.352 1.5449 1.77429 142.79089 54.77476 7.511369999999999 224.14004 26.233290000000004 16.652179999999998 21.91199 12.36845 2.65252 1.4642700000000002 2.638525 6.93545 120.534 0.489577 2.8391 67.9049 2.17738 139.6493 19.4998 4.03811 984.135 19.24321 1.95788 0.84655 464.64249 1.06684 4.3552 350.1794 2.7833799999999997 0.85525 46.7667 2.69972 76.1339 16.24594
x30MCx2671 17.70626 2.50961 474.8543 100.7826 5.2189 9.02572 25.3328 2.380618 10.97307 20.1142 2.429778 1.225188 0.752235 604.2278 3.4467800000000004 7.64578 21.17755 240.489 2.495862 2.96435 27.491 146.5693 9.25283 165.449 24.4413 3.61788 3.44079 43.2595 4.96287 11.00936 86.83014 9.69583 11.47798 1.385794 264.5189 283.83491000000004 8.10099 6.30818 33.1378 11.08318 4.80515 1.95011 20.9759 276.244 1.55935 2.8719900000000003 110.82981 70.2894 9.04613 305.72039 28.1274 21.71233 27.84787 18.74421 3.2739999999999996 1.125132 2.2184220000000003 8.15718 154.394 0.391361 3.71479 78.4287 1.74046 199.3684 27.704 4.09245 758.6625 21.54073 2.4978 1.13955 24.18127 0.91613 4.34711 467.585 5.70659 0.56309 61.5858 2.07602 94.0177 17.94714
x12MCx1289 14.81397 9.2551 352.3887 216.8258 5.5629 23.944000000000003 20.3163 6.749136 8.017330000000001 14.1447 9.01711 2.98631 1.17925 466.6782 3.04219 14.01646 205.79938 188.1754 21.76334 3.5144599999999997 150.2576 119.3206 7.123480000000001 125.8855 28.1634 25.2723 8.950380000000001 35.6436 30.9655 9.14486 59.86733 8.589 10.34635 1.205917 267.09087 217.61442999999997 5.28902 8.56765 18.0362 8.36289 3.70367 1.605476 14.56646 218.102 0.99908 8.646 212.68385 53.28355 6.63698 236.04694 25.51582 41.3882 17.15179 18.43173 2.61773 8.54914 27.30707 8.50584 115.6636 1.63689 5.5704400000000005 47.9888 2.59568 103.9247 55.5168 19.24461 1463.4973 16.89465 1.53989 4.38549 47.60282 1.50787 3.1626 363.6702 6.75846 1.1225 45.3871 13.6983 241.7621 18.4155
x30MCx1449 18.32667 0.91371 481.9677 71.1213 4.7485599999999994 16.125510000000002 25.7924 4.094098000000001 13.21496 18.5558 4.28282 2.04799 0.8576 603.6639 3.41636 8.9769 104.8124 247.458 10.86943 5.41055 77.9759 153.2877 9.40111 165.537 26.7239 3.19988 1.0917290000000002 43.441 8.3886 10.50091 92.37234 9.2812 16.67491 1.60568 291.88535 280.4511 6.93907 4.08056 24.4669 10.57304 5.7984599999999995 2.48375 19.6185 282.119 1.46336 2.92133 74.59607 25.79792 8.69999 308.65861 32.6947 22.27208 40.08096 25.40424 2.83948 3.29715 13.214554 9.1742 158.701 0.5734 2.86155 74.6915 2.32815 145.3715 26.6627 1.84112 509.4601 22.24117 1.22868 1.07446 61.6221 1.82918 4.33689 472.524 3.51839 0.59691 62.5462 1.5858 135.2077 17.33297
x20MCx1186 12.743 1.84184 685.7208 125.6948 3.5081 11.99241 38.8923 2.612676 10.46073 29.5369 2.8614610000000003 1.107938 0.634203 894.413 5.2842 6.56624 49.02067 357.89099999999996 5.73724 4.32595 24.77263 211.7966 6.38655 235.636 12.7835 4.15024 1.116233 63.9779 9.1337 8.06076 75.783690000000007 5.90235 12.86964 1.7415029999999998 252.10367 417.3375 4.64006 6.26399 29.7513 15.4415 19.4882 4.9900199999999995 28.2745 420.954 1.57508 2.69504 157.82359 14.03212 7.87148 460.3509 39.896 13.52281 32.41856 21.29821 1.91925 1.599909 5.15215 13.04276 229.418 0.55485 1.90812 62.052 3.75326 175.2284 19.5202 3.14553 1139.4817 25.98503 0.72859 1.29958 14.80653 1.18736 4.28328 700.2784 5.5446800000000005 0.358711 89.6301 2.54394 108.3065 10.68146
x30MCx1276 13.80676 1.8188 441.4766 78.689 2.26858 1.860758 22.2117 3.178663 5.49021 16.6746 3.0571509999999997 1.15637 0.782624 560.866 2.58052 7.56014 20.76731 227.2182 4.546530000000001 3.41135 20.48184 141.9487 8.204180000000001 153.6977 22.9242 3.4859400000000003 0.986759 40.9006 8.1888 9.28423 69.65777 6.57032 11.79031 1.378562 234.62355 265.7118 5.75988 5.2597 30.1347 9.979 4.13992 2.14737 18.6799 261.316 1.54065 2.1467099999999997 152.64882 56.30758 5.2477 280.43369 22.38967 15.5251 24.23384 19.01915 2.2802 1.43818 2.602075 8.02877 144.45600000000002 0.383577 1.64427 59.2866 2.0222 175.6284 20.3536 2.02196 1027.8903 17.33684 1.16896 1.26407 32.90096 0.530097 3.437 439.3354 5.143009999999999 0.8074 56.7837 2.08868 68.3865 11.21521
