SampleID URINE_V2_Benzoic_acid URINE_V2_Adenosine URINE_V2_Fumaric_acid URINE_V2_Trigonelline URINE_V2_2_Oxoglutaric_acid URINE_V2_2_Furoylglycine URINE_V2_Myo_Inositol URINE_V2_Allantoin URINE_V2_Arginine URINE_V2_1_Methyladenosine URINE_V2_D_Mannose URINE_V2_D_Glucose URINE_V2_Dimethylamine URINE_V2_Formic_acid URINE_V2_Valine URINE_V2_Methionine URINE_V2_Acetic_acid URINE_V2_1_Methylnicotinamide URINE_V2_Pyruvic_acid URINE_V2_Succinic_acid URINE_V2_Glycine URINE_V2_Acetoacetic_acid URINE_V2_Creatine URINE_V2_D_Galactose URINE_V2_4_Aminobutyric_acid URINE_V2_Inosine URINE_V2_N,N_Dimethylglycine URINE_V2_D_Lactose URINE_V2_Taurine URINE_V2_2_Methylsuccinic_acid URINE_V2_Tartaric_acid URINE_V2_1_Methylhistidine URINE_V2_D_Mannitol URINE_V2_Caffeine URINE_V2_Betaine URINE_V2_Alanine URINE_V2_Imidazole URINE_V2_Guanidinoacetic_acid URINE_V2_Allopurinol_Zyloprim URINE_V2_Sarcosine URINE_V2_Lactic_acid URINE_V2_Oxaloacetic_acid URINE_V2_Acetone URINE_V2_3_Hydroxybutyric_acid URINE_V2_Proline_betaine URINE_V2_D_Mandelic_acid URINE_V2_Trimethylamine URINE_V2_Hippuric_acid URINE_V2_Citric_acid NA
x14MCx2670 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 44 21.920310216799997 25 2 12.7279220614 10 22.627416998 6.3639610307000005 3.5355339059 140 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 140 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 23 40 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 22 1.4142135624 70.7106781187 39 1.4142135624 1.4142135624 230 410 NA
x30MCx2445 7.071067811900001 275.7716446628 1.4142135624 66 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 53 49 7.071067811900001 1.4142135624 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 100 10.6066017178 127.2792206136 31.8198051534 12 35 33.941125497 70.7106781187 7.071067811900001 3 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 400 28.2842712475 NA
x30MCx2140 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 38 21.920310216799997 7.071067811900001 2 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 52 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 16 11 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 3 70.7106781187 56 1.4142135624 1.4142135624 300 140 NA
x20MCx3402 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 10 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 44 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 13 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 17 4 70.7106781187 17.6776695297 1.4142135624 1.4142135624 230 87 NA
x30MCx1524 7.071067811900001 275.7716446628 1.4142135624 58 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 48 21.920310216799997 15 3 12.7279220614 8 22.627416998 6.3639610307000005 5 77 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 11 10.6066017178 127.2792206136 31.8198051534 32 27 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 40 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 600 270 NA
x30MCx2096 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 3 12.7279220614 40 22.627416998 6.3639610307000005 3.5355339059 120 9.8994949366 73 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 540 31.8198051534 4.9497474683 17 33.941125497 130 7.071067811900001 1.4142135624 34.6482322781 120 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 220 240 NA
x14MCx2741 7.071067811900001 275.7716446628 1.4142135624 61 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 32 20 2 12.7279220614 16 22.627416998 6.3639610307000005 15 330 20 35.3553390593 30.405591591 14.142135623699998 13.4350288425 11 67.8822509939 98.9949493661 33.941125497 5 10.6066017178 127.2792206136 31.8198051534 16 36 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 62 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 410 690 NA
x20MCx2678 7.071067811900001 275.7716446628 1.4142135624 62 65.0538238692 27.5771644663 3111.2698372208 28 530.3300858899 3.5355339059 4.2426406871 51 21.920310216799997 12 4 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 78 14 290 30.405591591 14.142135623699998 13.4350288425 9 67.8822509939 98.9949493661 33.941125497 68 10.6066017178 270 46 26 33 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 53 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 650 380 NA
x20MCx2235 7.071067811900001 275.7716446628 1.4142135624 74 65.0538238692 27.5771644663 3111.2698372208 27 530.3300858899 3.5355339059 4.2426406871 53 21.920310216799997 15 4 12.7279220614 5 22.627416998 6.3639610307000005 3.5355339059 250 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 9 10.6066017178 127.2792206136 31.8198051534 9 25 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 450 230 NA
x30MCx1787 7.071067811900001 275.7716446628 3 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 5 12.7279220614 25 22.627416998 6.3639610307000005 6 120 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 160 10.6066017178 127.2792206136 31.8198051534 13 12 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 45 2 70.7106781187 37 1.4142135624 1.4142135624 270 440 NA
x10MCx2541 7.071067811900001 275.7716446628 1.4142135624 72 65.0538238692 69 3111.2698372208 17 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 13 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 6 10.6066017178 127.2792206136 31.8198051534 9 18 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 63 1.4142135624 1.4142135624 120.2081528017 180 NA
x20MCx1679 7.071067811900001 275.7716446628 1.4142135624 37 65.0538238692 120 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 52 100 26 3 12.7279220614 17 22.627416998 6.3639610307000005 24 710 14 35.3553390593 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 24 10.6066017178 127.2792206136 31.8198051534 35 52 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 22 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 250 410 NA
x10MCx3153 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 65 21.920310216799997 7.071067811900001 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 68 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 85 22 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 260 NA
x11MCx2290 7.071067811900001 275.7716446628 1.4142135624 58 65.0538238692 39 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 37 31 11 4 12.7279220614 7 22.627416998 6.3639610307000005 3.5355339059 87 21 35.3553390593 30.405591591 14.142135623699998 13.4350288425 9 67.8822509939 140 33.941125497 13 10.6066017178 127.2792206136 31.8198051534 19 15 33.941125497 200 36 4 34.6482322781 21 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 350 170 NA
x20MCx2233 7.071067811900001 275.7716446628 1.4142135624 46 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 36 21.920310216799997 25 4 12.7279220614 11 22.627416998 6.3639610307000005 9 110 15 35.3553390593 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 22 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 45 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 710 300 NA
x14MCx1313 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 47 33 16 4 12.7279220614 8 22.627416998 6.3639610307000005 6 100 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 11 21 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 3 70.7106781187 75 1.4142135624 1.4142135624 330 430 NA
x20MCx3294 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 31 17 4 12.7279220614 6 22.627416998 6.3639610307000005 21 150 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 24 17 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 17 3 70.7106781187 29 1.4142135624 1.4142135624 210 480 NA
x20MCx2653 7.071067811900001 275.7716446628 1.4142135624 35 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 62 21.920310216799997 10 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 5 91 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 6 10.6066017178 127.2792206136 31.8198051534 4.9497474683 19 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 30 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 200 180 NA
x12MCx1147 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 55 21.920310216799997 7.071067811900001 1.4142135624 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 15 16 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 38 1.4142135624 1.4142135624 350 260 NA
x30MCx3118 7.071067811900001 275.7716446628 1.4142135624 110 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 34 21.920310216799997 21 3 12.7279220614 19 22.627416998 6.3639610307000005 12 73 24 120 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 210 33.941125497 12 10.6066017178 190 31.8198051534 13 7.071067811900001 33.941125497 70.7106781187 11 1.4142135624 34.6482322781 33 11 70.7106781187 17.6776695297 1.4142135624 1.4142135624 500 100 NA
x30MCx2966 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x30MCx2128 7.071067811900001 275.7716446628 1.4142135624 95 65.0538238692 48 3111.2698372208 45 530.3300858899 3.5355339059 4.2426406871 70 21.920310216799997 25 5 12.7279220614 15 22.627416998 6.3639610307000005 6 330 18 180 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 35 80 33.941125497 120 7.071067811900001 1.4142135624 34.6482322781 30 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 610 120 NA
x30MCx3314 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x30MCx3061 7.071067811900001 275.7716446628 1.4142135624 42 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 44 20 5 12.7279220614 7 22.627416998 6.3639610307000005 6 120 20 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 98.9949493661 33.941125497 37 10.6066017178 127.2792206136 31.8198051534 18 34 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 28 4 70.7106781187 17.6776695297 1.4142135624 1.4142135624 580 380 NA
x30MCx2708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x12MCx3026 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 42 48 11 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 88 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 10 20 33.941125497 100 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 260 410 NA
x11MCx2513 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 43 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 52 21.920310216799997 14 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 61 9.8994949366 140 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 7 10.6066017178 127.2792206136 31.8198051534 13 19 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 73 1.4142135624 1.4142135624 290 390 NA
x30MCx1882 7.071067811900001 275.7716446628 1.4142135624 36 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 1.4142135624 12.7279220614 41 22.627416998 6.3639610307000005 3.5355339059 130 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 19 10.6066017178 127.2792206136 31.8198051534 13 22 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 20 2 70.7106781187 17.6776695297 1.4142135624 14 380 200 NA
x30MCx3367 7.071067811900001 275.7716446628 2 150 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 36 24 1.4142135624 12.7279220614 11 22.627416998 6.3639610307000005 6 65 15 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 18 11 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 42 7 70.7106781187 17.6776695297 1.4142135624 1.4142135624 740 280 NA
x10MCx2172 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x20MCx1753 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 40 21.920310216799997 7.071067811900001 1.4142135624 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 47 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 12 24 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 72 1.4142135624 1.4142135624 250 80 NA
x11MCx3181 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 2 12.7279220614 93 22.627416998 10 8 84 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 13 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 44 25 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 3 70.7106781187 91 1.4142135624 1.4142135624 170 230 NA
x10MCx3207 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 45 48 7.071067811900001 3 12.7279220614 72 22.627416998 6.3639610307000005 6 51 9.8994949366 78 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 16 10.6066017178 127.2792206136 31.8198051534 9 18 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 43 1.4142135624 1.4142135624 350 480 NA
x11MCx1160 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 45 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 17 16 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 17 1.4142135624 70.7106781187 60 1.4142135624 1.4142135624 260 270 NA
x10MCx1659 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 19 530.3300858899 3.5355339059 4.2426406871 37 21.920310216799997 7.071067811900001 2 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 170 9.8994949366 300 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 21 38 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 31 1.4142135624 1.4142135624 120.2081528017 180 NA
x30MCx3183 7.071067811900001 275.7716446628 1.4142135624 76 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 11 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 5 92 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 7 10.6066017178 127.2792206136 31.8198051534 17 13 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 350 83 NA
x30MCx2775 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 6 47 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 54 10.6066017178 127.2792206136 31.8198051534 8 27 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 120 NA
x20MCx3094 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 34 21.920310216799997 17 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 120 9.8994949366 160 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 5 10.6066017178 127.2792206136 31.8198051534 11 34 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 330 NA
x20MCx1264 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 43 35 11 3 12.7279220614 7 22.627416998 6.3639610307000005 3.5355339059 78 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 13 21 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 110 1.4142135624 1.4142135624 290 400 NA
x13MCx2575 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 96 76 10 2 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 59 9.8994949366 58 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 16 21 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 74 1.4142135624 1.4142135624 170 160 NA
x20MCx2491 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 18 530.3300858899 3.5355339059 4.2426406871 40 21.920310216799997 14 4 12.7279220614 5 22.627416998 6.3639610307000005 6 81 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 8 25 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 24 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 370 NA
x30MCx3423 7.071067811900001 275.7716446628 1.4142135624 140 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 49 7.071067811900001 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 10 85 27 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 13 10.6066017178 127.2792206136 31.8198051534 14 25 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 81 1.4142135624 70.7106781187 17.6776695297 1.4142135624 3 1400 330 NA
x20MCx2161 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 74 21.920310216799997 24 5 12.7279220614 3.5355339059 22.627416998 10 3.5355339059 48 9.8994949366 100 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 7 29 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 21 2 70.7106781187 17.6776695297 2 1.4142135624 120.2081528017 150 NA
x10MCx1814 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 48 7.071067811900001 1.4142135624 12.7279220614 17 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 57 10.6066017178 127.2792206136 31.8198051534 7 7.071067811900001 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 28 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 280 NA
x20MCx1393 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 31 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 22 4 12.7279220614 32 22.627416998 6.3639610307000005 3.5355339059 150 19 68 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 160 33.941125497 7 10.6066017178 127.2792206136 31.8198051534 17 29 33.941125497 70.7106781187 11 2 34.6482322781 40 5 70.7106781187 30 1.4142135624 1.4142135624 470 170 NA
x10MCx3404 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 21 5 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 77 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 37 35 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 2 70.7106781187 99 1.4142135624 1.4142135624 120.2081528017 380 NA
x30MCx2206 7.071067811900001 275.7716446628 2 55 65.0538238692 46 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 43 21.920310216799997 12 2 12.7279220614 7 22.627416998 9 6 72 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 98.9949493661 33.941125497 33 10.6066017178 127.2792206136 31.8198051534 9 23 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 170 250 NA
